date,category,region,store_size,month,day_of_week,is_weekend,promotion,footfall,avg_basket,discount_pct,sales
2025-02-07,Sports,South,Medium,2,4,0,0,46,8.53,16.0,354.54
2025-02-08,Clothing,West,Large,2,5,1,1,60,12.96,24.6,680.9
2025-02-09,Clothing,North,Large,2,6,1,1,124,9.52,3.4,1248.41
2025-02-10,Sports,South,Small,2,0,0,1,46,9.47,16.8,446.31
2025-02-11,Clothing,West,Large,2,1,0,0,77,11.79,3.4,809.96
2025-02-12,Electronics,Central,Small,2,2,0,1,88,8.51,27.1,716.47
2025-02-13,Clothing,East,Small,2,3,0,1,62,12.08,2.9,829.96
2025-02-14,Groceries,North,Large,2,4,0,0,201,10.1,11.0,1774.78
2025-02-15,Sports,East,Large,2,5,1,1,73,9.89,2.1,880.82
2025-02-16,Sports,North,Medium,2,6,1,1,53,9.73,1.2,681.5
2025-02-17,Clothing,West,Small,2,0,0,0,72,7.88,9.5,552.11
2025-02-18,Home & Garden,North,Large,2,1,0,1,126,8.9,24.1,950.2
2025-02-19,Clothing,South,Medium,2,2,0,0,72,9.33,19.9,541.56
2025-02-20,Clothing,West,Small,2,3,0,0,21,9.31,5.5,176.23
2025-02-21,Clothing,Central,Large,2,4,0,1,82,10.61,3.3,1005.86
2025-02-22,Sports,North,Large,2,5,1,1,54,10.39,3.8,645.66
2025-02-23,Sports,East,Medium,2,6,1,1,47,9.56,5.9,584.9
2025-02-24,Groceries,West,Large,2,0,0,0,161,10.95,20.1,1405.72
2025-02-25,Groceries,West,Medium,2,1,0,1,160,11.71,4.0,1981.7
2025-02-26,Sports,East,Small,2,2,0,1,40,9.31,29.7,455.81
2025-02-27,Groceries,West,Medium,2,3,0,0,145,8.05,10.3,1128.36
2025-02-28,Groceries,Central,Medium,2,4,0,1,118,11.34,3.1,1392.21
2025-03-01,Home & Garden,Central,Large,3,5,1,0,66,8.41,18.6,454.58
2025-03-02,Groceries,East,Medium,3,6,1,0,159,9.25,29.0,1057.03
2025-03-03,Electronics,North,Large,3,0,0,0,181,9.98,4.7,1638.0
2025-03-04,Clothing,North,Small,3,1,0,1,44,8.9,27.0,395.78
2025-03-05,Sports,North,Small,3,2,0,0,39,9.67,4.0,337.55
2025-03-06,Sports,Central,Large,3,3,0,0,68,10.32,18.9,617.71
2025-03-07,Sports,Central,Small,3,4,0,1,29,9.36,23.8,371.24
2025-03-08,Clothing,South,Medium,3,5,1,1,100,9.17,25.3,772.82
2025-03-09,Electronics,North,Medium,3,6,1,1,63,11.08,19.2,821.99
2025-03-10,Sports,North,Medium,3,0,0,1,55,8.11,3.7,627.13
2025-03-11,Home & Garden,East,Medium,3,1,0,0,68,9.6,5.9,596.0
2025-03-12,Groceries,East,Small,3,2,0,0,109,9.97,9.0,1072.83
2025-03-13,Clothing,Central,Small,3,3,0,1,32,7.63,12.5,390.66
2025-03-14,Clothing,Central,Large,3,4,0,1,59,8.35,12.3,585.22
2025-03-15,Groceries,East,Small,3,5,1,1,123,8.0,21.3,919.24
2025-03-16,Groceries,East,Medium,3,6,1,1,166,8.23,4.7,1504.41
2025-03-17,Electronics,Central,Small,3,0,0,0,89,10.89,11.5,840.26
2025-03-18,Home & Garden,East,Medium,3,1,0,1,97,9.17,5.1,966.28
2025-03-19,Clothing,Central,Small,3,2,0,1,26,11.31,16.8,424.45
2025-03-20,Home & Garden,East,Medium,3,3,0,1,97,10.18,29.2,893.68
2025-03-21,Groceries,Central,Large,3,4,0,0,244,10.32,26.9,1875.77
2025-03-22,Electronics,East,Large,3,5,1,0,143,13.08,19.3,1405.8
2025-03-23,Clothing,South,Medium,3,6,1,0,49,13.41,9.6,553.71
2025-03-24,Clothing,Central,Medium,3,0,0,0,66,9.27,15.4,530.37
2025-03-25,Electronics,Central,Medium,3,1,0,0,97,9.13,6.0,779.11
2025-03-26,Clothing,South,Small,3,2,0,0,50,9.26,8.1,403.68
2025-03-27,Sports,West,Large,3,3,0,1,59,10.66,15.2,741.47
2025-03-28,Electronics,North,Small,3,4,0,0,61,11.31,2.0,637.02
2025-03-29,Groceries,South,Medium,3,5,1,0,139,10.43,18.4,1154.08
2025-03-30,Sports,Central,Medium,3,6,1,1,17,12.03,1.4,328.44
2025-03-31,Electronics,West,Large,3,0,0,0,161,7.8,10.5,1221.73
2025-04-01,Sports,West,Large,4,1,0,0,54,9.68,18.5,398.05
2025-04-02,Groceries,North,Medium,4,2,0,1,204,8.83,8.3,1745.24
2025-04-03,Home & Garden,South,Small,4,3,0,0,40,9.6,26.7,301.35
2025-04-04,Clothing,North,Large,4,4,0,1,126,8.52,2.9,1317.07
2025-04-05,Home & Garden,South,Medium,4,5,1,0,80,10.99,23.4,706.59
2025-04-06,Electronics,North,Large,4,6,1,1,121,9.58,1.8,1334.63
2025-04-07,Electronics,East,Small,4,0,0,0,81,9.84,8.3,709.98
2025-04-08,Groceries,Central,Large,4,1,0,1,212,12.14,20.9,2081.91
2025-04-09,Clothing,Central,Large,4,2,0,0,80,10.74,28.9,607.37
2025-04-10,Home & Garden,North,Small,4,3,0,1,39,10.17,27.8,485.58
2025-04-11,Groceries,East,Large,4,4,0,1,325,8.26,6.4,2883.4
2025-04-12,Electronics,East,Large,4,5,1,1,168,10.82,7.7,1972.23
2025-04-13,Groceries,West,Medium,4,6,1,1,139,9.59,16.2,1311.6
2025-04-14,Clothing,West,Small,4,0,0,1,38,11.41,17.9,400.0
2025-04-15,Groceries,East,Medium,4,1,0,0,149,9.26,4.4,1470.88
2025-04-16,Groceries,East,Medium,4,2,0,0,171,10.34,11.0,1485.7
2025-04-17,Home & Garden,East,Medium,4,3,0,1,102,9.47,11.3,970.67
2025-04-18,Groceries,North,Small,4,4,0,1,119,9.18,6.1,1136.47
2025-04-19,Home & Garden,North,Large,4,5,1,1,45,11.3,1.0,662.99
2025-04-20,Sports,North,Medium,4,6,1,0,66,10.39,2.0,730.0
2025-04-21,Clothing,West,Medium,4,0,0,0,59,9.38,29.7,365.04
2025-04-22,Clothing,North,Small,4,1,0,1,44,9.23,26.7,407.94
2025-04-23,Home & Garden,North,Large,4,2,0,0,112,11.17,28.1,834.63
2025-04-24,Home & Garden,East,Medium,4,3,0,0,146,9.16,21.3,1046.13
2025-04-25,Groceries,North,Small,4,4,0,1,95,11.23,26.1,974.74
2025-04-26,Home & Garden,Central,Large,4,5,1,1,117,8.24,16.2,961.58
2025-04-27,Electronics,East,Small,4,6,1,1,139,8.7,14.7,1243.54
2025-04-28,Electronics,East,Small,4,0,0,1,116,9.03,25.6,966.66
2025-04-29,Sports,South,Large,4,1,0,0,76,12.15,2.0,881.82
2025-04-30,Clothing,West,Small,4,2,0,1,44,8.83,7.5,574.54
2025-05-01,Home & Garden,West,Medium,5,3,0,1,10,11.62,6.0,256.45
2025-05-02,Groceries,East,Large,5,4,0,0,267,10.96,11.6,2603.97
2025-05-03,Groceries,North,Small,5,5,1,0,63,11.07,24.6,539.29
2025-05-04,Groceries,Central,Large,5,6,1,1,116,11.33,7.8,1347.14
2025-05-05,Home & Garden,Central,Small,5,0,0,1,68,11.1,18.7,803.3
2025-05-06,Home & Garden,Central,Large,5,1,0,1,56,7.69,23.0,476.5
2025-05-07,Electronics,West,Small,5,2,0,1,103,7.7,23.8,819.69
2025-05-08,Sports,Central,Large,5,3,0,0,80,11.2,23.8,676.77
2025-05-09,Sports,South,Medium,5,4,0,0,72,12.4,23.0,640.2
2025-05-10,Groceries,West,Medium,5,5,1,0,237,9.25,8.2,1856.42
2025-05-11,Electronics,South,Small,5,6,1,0,60,10.22,0.3,679.06
2025-05-12,Electronics,South,Large,5,0,0,0,164,11.39,0.1,1767.34
2025-05-13,Sports,South,Small,5,1,0,0,43,8.08,2.7,363.35
2025-05-14,Groceries,East,Small,5,2,0,0,131,8.1,22.9,887.71
2025-05-15,Electronics,South,Small,5,3,0,0,96,10.03,9.3,878.3
2025-05-16,Home & Garden,East,Medium,5,4,0,0,114,9.53,16.7,861.19
2025-05-17,Groceries,East,Small,5,5,1,0,94,13.23,0.5,1153.66
2025-05-18,Home & Garden,South,Small,5,6,1,1,64,8.71,8.1,650.6
2025-05-19,Home & Garden,North,Medium,5,0,0,1,44,12.29,21.9,618.01
2025-05-20,Clothing,East,Large,5,1,0,0,94,11.07,19.7,860.47
2025-05-21,Groceries,West,Medium,5,2,0,0,159,11.27,6.7,1665.94
2025-05-22,Clothing,East,Medium,5,3,0,1,42,9.28,29.4,477.77
2025-05-23,Electronics,East,Medium,5,4,0,1,90,10.41,9.3,1091.78
2025-05-24,Electronics,East,Small,5,5,1,0,99,10.67,23.6,746.29
2025-05-25,Sports,East,Large,5,6,1,0,73,9.07,15.6,531.3
2025-05-26,Groceries,West,Medium,5,0,0,0,165,8.73,11.0,1327.45
2025-05-27,Sports,Central,Large,5,1,0,0,79,8.24,23.7,524.38
2025-05-28,Electronics,West,Large,5,2,0,0,146,9.44,25.9,1059.69
2025-05-29,Sports,East,Small,5,3,0,1,51,10.35,7.9,643.62
2025-05-30,Home & Garden,West,Medium,5,4,0,1,72,9.9,22.6,669.49
2025-05-31,Home & Garden,Central,Small,5,5,1,0,81,9.18,26.5,540.23
2025-06-01,Clothing,East,Medium,6,6,1,0,46,8.01,27.7,287.84
2025-06-02,Electronics,South,Medium,6,0,0,1,79,9.2,3.9,931.5
2025-06-03,Clothing,West,Medium,6,1,0,1,30,8.64,2.8,374.13
2025-06-04,Home & Garden,East,Large,6,2,0,1,76,9.35,4.7,847.53
2025-06-05,Groceries,Central,Large,6,3,0,0,207,10.36,21.1,1672.2
2025-06-06,Home & Garden,Central,Large,6,4,0,1,104,11.18,20.0,949.55
2025-06-07,Groceries,North,Small,6,5,1,1,124,8.29,6.3,1214.11
2025-06-08,Sports,East,Small,6,6,1,1,45,8.71,11.6,514.05
2025-06-09,Groceries,North,Small,6,0,0,1,90,8.62,16.2,771.41
2025-06-10,Sports,Central,Medium,6,1,0,0,28,8.29,1.8,234.18
2025-06-11,Clothing,South,Medium,6,2,0,0,60,9.42,11.2,503.89
2025-06-12,Sports,Central,Large,6,3,0,1,65,8.58,16.3,563.98
2025-06-13,Electronics,Central,Large,6,4,0,1,105,9.14,27.6,839.33
2025-06-14,Electronics,South,Medium,6,5,1,1,100,10.7,22.1,1083.39
2025-06-15,Home & Garden,South,Medium,6,6,1,0,60,10.51,15.9,559.28
2025-06-16,Sports,East,Medium,6,0,0,0,25,12.54,12.3,273.5
2025-06-17,Sports,Central,Medium,6,1,0,0,47,10.08,22.1,400.11
2025-06-18,Sports,East,Small,6,2,0,1,41,9.36,13.1,461.28
2025-06-19,Home & Garden,Central,Small,6,3,0,1,67,8.84,7.3,673.28
2025-06-20,Groceries,North,Small,6,4,0,1,59,12.07,18.5,662.7
2025-06-21,Home & Garden,Central,Large,6,5,1,1,145,9.42,2.8,1327.91
2025-06-22,Clothing,South,Medium,6,6,1,1,72,10.71,11.3,833.39
2025-06-23,Groceries,North,Large,6,0,0,1,175,11.4,20.4,1703.72
2025-06-24,Clothing,North,Medium,6,1,0,1,65,9.46,9.9,754.51
2025-06-25,Home & Garden,Central,Large,6,2,0,0,115,12.39,20.0,1086.88
2025-06-26,Home & Garden,East,Medium,6,3,0,0,42,10.5,7.1,456.95
2025-06-27,Electronics,North,Medium,6,4,0,0,64,12.1,15.3,661.05
2025-06-28,Clothing,East,Medium,6,5,1,0,41,9.83,28.4,323.41
2025-06-29,Home & Garden,East,Large,6,6,1,1,103,10.95,8.5,1158.0
2025-06-30,Clothing,East,Large,6,0,0,0,68,9.66,0.7,611.95
2025-07-01,Electronics,South,Small,7,1,0,0,99,10.31,4.4,908.42
2025-07-02,Clothing,North,Medium,7,2,0,1,25,10.99,12.8,440.98
2025-07-03,Clothing,West,Medium,7,3,0,1,81,8.19,5.8,886.22
2025-07-04,Home & Garden,South,Medium,7,4,0,1,72,9.3,4.7,831.83
2025-07-05,Groceries,East,Large,7,5,1,1,169,10.23,10.7,1763.07
2025-07-06,Home & Garden,South,Small,7,6,1,0,5,11.08,24.6,50.0
2025-07-07,Home & Garden,East,Medium,7,0,0,0,65,11.57,4.6,757.68
2025-07-08,Home & Garden,East,Medium,7,1,0,1,58,9.82,26.2,483.64
2025-07-09,Sports,North,Large,7,2,0,1,52,9.17,25.2,494.23
2025-07-10,Groceries,South,Small,7,3,0,0,99,11.51,24.5,929.94
2025-07-11,Groceries,West,Medium,7,4,0,0,115,9.58,14.9,1043.42
2025-07-12,Groceries,Central,Small,7,5,1,1,82,11.37,20.5,908.04
2025-07-13,Electronics,West,Small,7,6,1,0,45,8.75,10.2,383.18
2025-07-14,Clothing,East,Medium,7,0,0,1,57,8.18,20.8,448.06
2025-07-15,Groceries,East,Medium,7,1,0,0,113,9.74,0.3,1127.36
2025-07-16,Sports,West,Large,7,2,0,0,53,9.46,28.8,383.52
2025-07-17,Clothing,North,Medium,7,3,0,1,47,8.45,17.8,432.35
2025-07-18,Clothing,South,Medium,7,4,0,1,43,11.81,29.1,425.29
2025-07-19,Clothing,North,Small,7,5,1,1,23,13.17,15.8,321.14
2025-07-20,Clothing,West,Medium,7,6,1,1,42,11.49,6.4,584.3
2025-07-21,Sports,East,Small,7,0,0,1,30,9.4,16.6,409.81
2025-07-22,Sports,Central,Medium,7,1,0,0,38,12.33,16.4,377.88
2025-07-23,Clothing,Central,Large,7,2,0,0,64,9.38,7.9,522.27
2025-07-24,Sports,East,Large,7,3,0,1,47,9.3,24.7,467.09
2025-07-25,Electronics,East,Small,7,4,0,1,50,8.36,16.0,560.58
2025-07-26,Electronics,South,Small,7,5,1,1,67,11.72,16.9,737.93
2025-07-27,Sports,East,Large,7,6,1,1,50,12.37,21.5,554.57
2025-07-28,Sports,South,Large,7,0,0,0,66,12.08,28.9,538.69
2025-07-29,Home & Garden,East,Large,7,1,0,1,119,12.45,6.6,1548.99
2025-07-30,Clothing,East,Large,7,2,0,1,93,8.71,6.3,856.8
2025-07-31,Home & Garden,Central,Medium,7,3,0,0,87,8.67,5.5,745.7
2025-08-01,Groceries,West,Medium,8,4,0,1,109,7.97,2.1,1024.39
2025-08-02,Sports,West,Small,8,5,1,1,25,10.33,29.0,305.74
2025-08-03,Home & Garden,West,Large,8,6,1,1,78,8.28,19.6,668.13
2025-08-04,Sports,West,Medium,8,0,0,1,19,10.85,12.0,370.33
2025-08-05,Electronics,North,Medium,8,1,0,1,73,9.17,9.0,655.04
2025-08-06,Home & Garden,West,Medium,8,2,0,0,50,11.46,16.8,506.74
2025-08-07,Clothing,East,Medium,8,3,0,1,42,11.04,21.9,550.57
2025-08-08,Electronics,South,Small,8,4,0,0,59,11.72,4.4,644.74
2025-08-09,Clothing,South,Medium,8,5,1,0,46,8.49,25.4,314.7
2025-08-10,Clothing,North,Large,8,6,1,0,53,8.06,18.5,393.31
2025-08-11,Clothing,North,Large,8,0,0,0,55,11.45,9.4,607.62
2025-08-12,Electronics,West,Large,8,1,0,0,104,8.01,1.5,857.08
2025-08-13,Sports,Central,Large,8,2,0,1,49,9.25,15.9,488.74
2025-08-14,Clothing,East,Large,8,3,0,0,50,10.77,27.7,372.29
2025-08-15,Home & Garden,Central,Small,8,4,0,1,34,10.55,19.7,442.12
2025-08-16,Groceries,East,Medium,8,5,1,1,75,10.74,5.9,897.13
2025-08-17,Clothing,North,Large,8,6,1,0,82,9.18,24.0,574.57
2025-08-18,Sports,West,Large,8,0,0,1,30,8.95,16.0,375.34
2025-08-19,Home & Garden,West,Medium,8,1,0,0,56,10.45,3.8,553.11
2025-08-20,Clothing,West,Medium,8,2,0,0,30,10.81,0.4,353.61
2025-08-21,Groceries,North,Medium,8,3,0,1,91,10.79,1.8,1012.53
2025-08-22,Electronics,North,Small,8,4,0,0,55,12.0,12.5,592.35
2025-08-23,Groceries,South,Large,8,5,1,1,155,9.68,29.0,1222.08
2025-08-24,Sports,West,Medium,8,6,1,0,15,10.38,23.8,123.65
2025-08-25,Clothing,South,Medium,8,0,0,1,58,10.58,27.6,476.39
2025-08-26,Home & Garden,West,Medium,8,1,0,0,65,8.57,23.2,479.06
2025-08-27,Clothing,West,Medium,8,2,0,1,57,11.71,3.8,740.02
2025-08-28,Home & Garden,South,Small,8,3,0,1,43,11.52,1.8,615.83
2025-08-29,Electronics,South,Large,8,4,0,0,166,10.04,0.5,1625.68
2025-08-30,Home & Garden,North,Large,8,5,1,1,59,9.6,7.3,740.45
2025-08-31,Electronics,South,Small,8,6,1,0,62,9.8,3.4,625.36
2025-09-01,Clothing,North,Large,9,0,0,0,38,8.51,2.9,337.87
2025-09-02,Electronics,South,Small,9,1,0,0,44,11.09,8.8,468.09
2025-09-03,Groceries,North,Large,9,2,0,1,88,10.93,6.3,1039.82
2025-09-04,Sports,South,Large,9,3,0,0,42,8.5,28.8,271.06
2025-09-05,Groceries,North,Large,9,4,0,0,117,10.6,21.7,980.83
2025-09-06,Groceries,South,Small,9,5,1,0,71,8.92,15.8,524.58
2025-09-07,Home & Garden,East,Large,9,6,1,0,70,9.61,8.2,612.51
2025-09-08,Sports,West,Medium,9,0,0,0,31,8.93,17.4,258.82
2025-09-09,Sports,North,Large,9,1,0,1,32,10.54,0.5,460.25
2025-09-10,Home & Garden,East,Medium,9,2,0,1,48,8.29,4.0,487.81
2025-09-11,Home & Garden,Central,Large,9,3,0,0,54,10.73,13.9,509.86
2025-09-12,Home & Garden,South,Medium,9,4,0,1,76,8.96,26.7,642.43
2025-09-13,Home & Garden,North,Medium,9,5,1,1,44,9.5,0.5,544.8
2025-09-14,Groceries,West,Small,9,6,1,0,47,10.38,13.6,437.98
2025-09-15,Groceries,North,Large,9,0,0,0,160,9.02,3.5,1502.23
2025-09-16,Home & Garden,Central,Small,9,1,0,0,31,12.73,16.7,312.27
2025-09-17,Clothing,South,Large,9,2,0,1,39,8.88,20.6,379.16
2025-09-18,Home & Garden,North,Medium,9,3,0,0,33,12.33,2.3,374.51
2025-09-19,Groceries,West,Small,9,4,0,0,34,11.48,28.7,302.62
2025-09-20,Groceries,East,Large,9,5,1,0,113,12.75,21.1,1119.75
2025-09-21,Electronics,East,Large,9,6,1,0,141,9.06,24.9,938.04
2025-09-22,Electronics,North,Large,9,0,0,1,55,10.64,2.4,739.3
2025-09-23,Clothing,South,Large,9,1,0,0,39,12.28,0.9,482.33
2025-09-24,Electronics,East,Large,9,2,0,1,73,8.54,29.0,644.42
2025-09-25,Groceries,Central,Medium,9,3,0,1,87,8.07,4.0,793.63
2025-09-26,Home & Garden,Central,Medium,9,4,0,1,35,11.87,3.6,574.26
2025-09-27,Home & Garden,South,Large,9,5,1,1,89,8.83,8.1,905.41
2025-09-28,Home & Garden,West,Large,9,6,1,1,66,11.78,22.2,682.96
2025-09-29,Electronics,North,Large,9,0,0,0,95,7.97,10.5,723.41
2025-09-30,Home & Garden,South,Small,9,1,0,1,35,9.54,13.8,487.11
2025-10-01,Clothing,South,Large,10,2,0,1,39,8.95,24.0,334.11
2025-10-02,Sports,East,Large,10,3,0,0,17,8.33,15.3,136.25
2025-10-03,Groceries,West,Medium,10,4,0,1,92,11.92,27.5,843.95
2025-10-04,Home & Garden,North,Large,10,5,1,1,76,8.83,23.9,675.79
2025-10-05,Clothing,South,Large,10,6,1,1,48,10.59,10.0,580.88
2025-10-06,Home & Garden,South,Large,10,0,0,1,59,11.0,21.8,610.72
2025-10-07,Clothing,East,Small,10,1,0,1,37,9.48,10.2,394.46
2025-10-08,Clothing,East,Medium,10,2,0,1,35,10.94,21.8,433.76
2025-10-09,Home & Garden,Central,Large,10,3,0,1,59,8.23,18.7,598.89
2025-10-10,Groceries,West,Large,10,4,0,0,117,10.42,26.0,888.43
2025-10-11,Home & Garden,South,Small,10,5,1,0,18,7.99,6.3,149.25
2025-10-12,Clothing,North,Large,10,6,1,0,23,12.76,25.7,214.73
2025-10-13,Sports,Central,Medium,10,0,0,1,32,10.15,28.4,399.22
2025-10-14,Clothing,West,Medium,10,1,0,1,37,11.63,2.0,528.56
2025-10-15,Electronics,North,Large,10,2,0,1,97,9.34,0.9,1088.91
2025-10-16,Electronics,Central,Large,10,3,0,1,56,11.73,9.5,725.37
2025-10-17,Sports,South,Medium,10,4,0,1,36,11.13,1.9,536.69
2025-10-18,Clothing,South,Large,10,5,1,1,59,10.62,7.6,710.38
2025-10-19,Clothing,West,Large,10,6,1,0,46,12.63,12.3,508.84
2025-10-20,Electronics,East,Medium,10,0,0,0,64,9.35,19.6,540.19
2025-10-21,Electronics,West,Medium,10,1,0,1,59,8.12,12.0,527.92
2025-10-22,Sports,South,Medium,10,2,0,0,43,9.37,26.2,292.63
2025-10-23,Electronics,North,Medium,10,3,0,1,89,9.31,14.7,827.83
2025-10-24,Home & Garden,Central,Large,10,4,0,1,69,9.28,18.0,561.25
2025-10-25,Sports,South,Medium,10,5,1,1,28,11.31,6.1,431.27
2025-10-26,Home & Garden,South,Small,10,6,1,1,21,10.05,16.9,391.39
2025-10-27,Groceries,East,Small,10,0,0,0,71,9.63,8.4,673.94
2025-10-28,Sports,South,Large,10,1,0,0,44,9.24,29.0,299.43
2025-10-29,Electronics,West,Medium,10,2,0,1,59,9.67,24.4,577.51
2025-10-30,Home & Garden,Central,Large,10,3,0,0,39,12.46,26.8,349.53
2025-10-31,Clothing,West,Large,10,4,0,1,81,8.71,11.5,682.14
2025-11-01,Sports,North,Large,11,5,1,1,36,8.9,18.8,380.43
2025-11-02,Home & Garden,West,Medium,11,6,1,0,35,11.02,24.4,305.97
2025-11-03,Home & Garden,West,Medium,11,0,0,0,31,12.05,27.7,267.16
2025-11-04,Clothing,South,Small,11,1,0,1,22,9.71,18.5,342.13
2025-11-05,Home & Garden,East,Large,11,2,0,1,80,8.4,4.5,752.54
2025-11-06,Groceries,North,Large,11,3,0,1,135,10.06,13.8,1217.09
2025-11-07,Sports,West,Medium,11,4,0,1,44,9.89,21.7,372.64
2025-11-08,Electronics,Central,Medium,11,5,1,0,68,8.9,13.6,551.8
2025-11-09,Electronics,South,Large,11,6,1,1,74,12.71,28.0,749.22
2025-11-10,Electronics,Central,Medium,11,0,0,1,35,11.02,19.3,484.79
2025-11-11,Groceries,North,Small,11,1,0,0,48,12.47,0.6,556.27
2025-11-12,Groceries,South,Medium,11,2,0,0,144,10.2,18.8,1246.53
2025-11-13,Sports,Central,Small,11,3,0,0,25,9.6,21.9,181.02
2025-11-14,Electronics,Central,Medium,11,4,0,0,88,9.63,14.3,789.86
2025-11-15,Electronics,Central,Large,11,5,1,0,56,10.24,2.8,553.63
2025-11-16,Home & Garden,East,Small,11,6,1,0,33,10.75,21.3,309.12
2025-11-17,Clothing,North,Medium,11,0,0,0,38,10.1,16.6,354.61
2025-11-18,Sports,West,Small,11,1,0,0,17,12.77,11.9,184.22
2025-11-19,Sports,West,Small,11,2,0,1,21,10.07,28.6,237.14
2025-11-20,Sports,South,Medium,11,3,0,0,38,8.77,12.3,301.17
2025-11-21,Sports,West,Large,11,4,0,1,22,12.88,21.0,364.77
2025-11-22,Clothing,South,Medium,11,5,1,1,55,11.74,3.9,768.6
2025-11-23,Home & Garden,East,Small,11,6,1,0,33,8.46,9.4,282.93
2025-11-24,Electronics,East,Medium,11,0,0,1,83,9.58,6.4,816.97
2025-11-25,Clothing,Central,Large,11,1,0,1,83,9.94,8.1,942.96
2025-11-26,Groceries,East,Medium,11,2,0,0,81,10.17,1.1,813.58
2025-11-27,Sports,East,Small,11,3,0,1,16,7.72,15.9,266.71
2025-11-28,Clothing,East,Small,11,4,0,0,24,10.9,18.5,222.18
2025-11-29,Home & Garden,North,Medium,11,5,1,0,48,9.99,28.7,377.93
2025-11-30,Clothing,West,Medium,11,6,1,1,38,9.62,21.4,466.6
2025-12-01,Groceries,North,Small,12,0,0,0,57,9.47,14.3,482.91
2025-12-02,Home & Garden,South,Large,12,1,0,1,66,11.63,16.1,716.73
2025-12-03,Groceries,South,Large,12,2,0,0,107,12.47,27.0,928.78
2025-12-04,Clothing,West,Medium,12,3,0,0,23,7.69,9.0,185.64
2025-12-05,Electronics,North,Large,12,4,0,1,89,9.52,5.6,852.26
2025-12-06,Home & Garden,Central,Medium,12,5,1,1,64,10.52,29.1,626.31
2025-12-07,Home & Garden,East,Medium,12,6,1,1,60,8.28,8.7,528.32
2025-12-08,Groceries,East,Small,12,0,0,1,76,12.39,13.3,848.83
2025-12-09,Sports,North,Large,12,1,0,0,47,11.25,5.8,534.98
2025-12-10,Home & Garden,West,Small,12,2,0,0,33,10.48,25.9,274.33
2025-12-11,Electronics,South,Small,12,3,0,1,60,11.41,22.7,693.36
2025-12-12,Electronics,West,Small,12,4,0,0,55,10.06,0.5,573.59
2025-12-13,Groceries,North,Medium,12,5,1,0,69,10.33,29.8,489.03
2025-12-14,Clothing,North,Small,12,6,1,1,37,10.1,26.1,436.74
2025-12-15,Clothing,East,Medium,12,0,0,0,54,10.66,8.3,504.28
2025-12-16,Groceries,North,Small,12,1,0,0,42,10.31,24.1,316.13
2025-12-17,Sports,South,Small,12,2,0,1,31,10.03,4.7,478.15
2025-12-18,Clothing,North,Large,12,3,0,1,82,8.27,28.9,589.54
2025-12-19,Groceries,North,Small,12,4,0,1,53,9.41,22.5,548.61
2025-12-20,Home & Garden,East,Large,12,5,1,1,55,11.49,19.6,706.77
2025-12-21,Groceries,South,Small,12,6,1,0,96,7.77,8.0,761.65
2025-12-22,Electronics,Central,Medium,12,0,0,0,54,13.16,10.5,603.28
2025-12-23,Electronics,East,Medium,12,1,0,0,59,11.57,18.9,590.36
2025-12-24,Clothing,East,Large,12,2,0,0,49,11.61,10.9,539.62
2025-12-25,Clothing,North,Large,12,3,0,1,35,7.83,7.5,473.9
2025-12-26,Electronics,North,Large,12,4,0,1,78,10.42,18.9,772.17
2025-12-27,Electronics,West,Large,12,5,1,0,121,8.89,8.2,976.88
2025-12-28,Groceries,West,Small,12,6,1,0,77,12.07,4.1,895.07
2025-12-29,Groceries,West,Medium,12,0,0,1,75,9.62,0.5,977.04
2025-12-30,Groceries,East,Medium,12,1,0,1,91,11.38,27.0,859.91
2025-12-31,Groceries,West,Large,12,2,0,1,97,10.49,20.1,997.23
2026-01-01,Home & Garden,North,Large,1,3,0,0,54,9.79,5.0,541.45
2026-01-02,Home & Garden,North,Large,1,4,0,0,101,8.84,3.7,952.3
2026-01-03,Home & Garden,North,Small,1,5,1,1,45,9.16,3.4,577.39
2026-01-04,Sports,South,Small,1,6,1,0,51,8.29,27.2,331.81
2026-01-05,Groceries,Central,Large,1,0,0,1,127,10.47,11.8,1436.47
2026-01-06,Home & Garden,West,Medium,1,1,0,1,63,9.43,6.8,596.13
2026-01-07,Electronics,West,Large,1,2,0,0,122,8.72,23.1,903.5
2026-01-08,Home & Garden,Central,Small,1,3,0,0,42,8.55,23.5,284.38
2026-01-09,Home & Garden,North,Small,1,4,0,0,29,10.35,18.4,232.3
2026-01-10,Sports,Central,Large,1,5,1,0,69,8.44,21.0,468.21
2026-01-11,Clothing,Central,Small,1,6,1,0,33,8.86,21.0,230.25
2026-01-12,Groceries,North,Small,1,0,0,0,50,8.97,22.1,372.58
2026-01-13,Sports,North,Small,1,1,0,0,23,10.2,4.9,250.97
2026-01-14,Clothing,North,Medium,1,2,0,1,46,8.94,0.4,588.56
2026-01-15,Sports,North,Small,1,3,0,0,45,8.58,5.3,360.29
2026-01-16,Home & Garden,North,Large,1,4,0,1,130,11.62,20.6,1296.84
2026-01-17,Electronics,Central,Small,1,5,1,0,61,10.53,20.0,579.34
2026-01-18,Groceries,Central,Medium,1,6,1,0,122,11.43,23.3,1051.31
2026-01-19,Groceries,North,Large,1,0,0,0,112,9.95,20.3,920.09
2026-01-20,Home & Garden,South,Large,1,1,0,0,107,7.72,22.1,706.24
2026-01-21,Groceries,West,Large,1,2,0,0,99,10.73,9.7,927.15
